,base_asset,compare_asset,label
33197,EKSO,PPBT,0
33198,EKSO,PRQR,0
33199,EKSO,PRTH,0
33200,EKSO,PRTK,0
33201,EKSO,PRTS,0
33202,EKSO,PRTY,0
33203,EKSO,PULM,0
33204,EKSO,PXLW,0
33192,EKSO,PLSE,0
33821,EMWP,PBYI,0
31944,DXPE,SOHO,0
31942,DXPE,SDPI,0
30683,DBVT,TTNP,0
30684,DBVT,TYME,0
30685,DBVT,VIRX,0
30686,DBVT,VISL,0
30687,DBVT,VIVE,0
30688,DBVT,VRDN,0
30689,DBVT,VYNT,0
30690,DBVT,WHLM,0
30691,DBVT,XTNT,0
30692,DBVT,YTEN,0
30693,DBVT,YTRA,0
30694,DFFN,DGLY,0
30695,DFFN,DJCO,0
30696,DFFN,DLHC,0
30697,DFFN,DLNG,0
30698,DFFN,DLPN,0
30699,DFFN,DLTH,0
30700,DFFN,DMAC,0
30701,DFFN,DPDW,0
30702,DFFN,DRIO,0
30703,DFFN,DRRX,0
30704,DFFN,DRTT,0
30705,DFFN,DSKE,0
30706,DFFN,DSWL,0
30707,DFFN,DTST,0
30682,DBVT,TRUE,0
30708,DFFN,DWSN,0
30681,DBVT,TPHS,0
30679,DBVT,STRR,0
30654,DBVT,PCYG,0
30655,DBVT,PDSB,0
30656,DBVT,PHIO,0
30657,DBVT,PLAG,0
30658,DBVT,POAI,0
30659,DBVT,PRSO,0
30660,DBVT,PRTK,0
30661,DBVT,PULM,0
30662,DBVT,QNRX,0
30663,DBVT,QUIK,0
30664,DBVT,RELV,0
30665,DBVT,RGLS,0
30666,DBVT,RSLS,0
30667,DBVT,RWLK,0
30668,DBVT,RZLT,0
30669,DBVT,SCOR,0
30670,DBVT,SCYX,0
30671,DBVT,SELB,0
30672,DBVT,SGLY,0
30673,DBVT,SISI,0
30674,DBVT,SNDA,0
30675,DBVT,SNOA,0
30676,DBVT,SPCB,0
30677,DBVT,SPOK,0
30678,DBVT,STAF,0
30680,DBVT,TEDU,0
30709,DFFN,DXPE,0
30710,DFFN,DXYN,0
30711,DFFN,DYAI,0
30742,DFFN,EVGN,0
30743,DFFN,EVOK,0
30744,DFFN,EVOL,0
30745,DFFN,EXPR,0
30746,DFFN,EXTN,0
30747,DFFN,EYPT,0
30748,DFFN,EZPW,0
30749,DFFN,FANH,0
30750,DFFN,FARM,0
30751,DFFN,FBIO,0
30752,DFFN,FCEL,0
30753,DFFN,FEIM,0
30754,DFFN,FKWL,0
30755,DFFN,FLNT,0
30756,DFFN,FLXS,0
30757,DFFN,FNHC,0
30758,DFFN,FONR,0
30759,DFFN,FORD,0
30760,DFFN,FPAY,0
30761,DFFN,FRGI,0
30762,DFFN,FSFG,0
30763,DFFN,FSTR,0
30764,DFFN,FSTX,0
30765,DFFN,FTEK,0
30766,DFFN,FURY,0
30741,DFFN,EVFM,0
30740,DFFN,ETST,0
30739,DFFN,ESPR,0
30738,DFFN,ESOA,0
30712,DFFN,DYNT,0
30713,DFFN,DZSI,0
30714,DFFN,EAST,0
30715,DFFN,ECOM,0
30716,DFFN,EDAP,0
30717,DFFN,EDUC,0
30718,DFFN,EGAN,0
30719,DFFN,EHTH,0
30720,DFFN,EIGR,0
30721,DFFN,ELLO,0
30722,DFFN,ELMD,0
30723,DFFN,ELOX,0
30653,DBVT,PBYI,0
30724,DFFN,ELSE,0
30726,DFFN,EMAN,0
30727,DFFN,EMCF,0
30728,DFFN,EMKR,0
30729,DFFN,EMMS,0
30730,DFFN,EMWP,0
30731,DFFN,ENDP,0
30732,DFFN,ENLV,0
30733,DFFN,ENSV,0
30734,DFFN,ENVB,0
30735,DFFN,EPSN,0
30736,DFFN,ESCA,0
30737,DFFN,ESEA,0
30725,DFFN,ELTK,0
30767,DFFN,FUSB,0
30652,DBVT,PALI,0
30650,DBVT,ONVO,0
30566,DARE,STRR,0
30567,DARE,SUNW,0
30568,DARE,SVFD,0
30569,DARE,SYBX,0
30570,DARE,SYRS,0
30571,DARE,TATT,0
30572,DARE,TAYD,0
30573,DARE,TEDU,0
30574,DARE,THMO,0
30575,DARE,TKAT,0
30576,DARE,TMBR,0
30577,DARE,TMDI,0
30578,DARE,TOPS,0
30579,DARE,TOUR,0
30580,DARE,TPST,0
30581,DARE,TROO,0
30582,DARE,TRUE,0
30583,DARE,TRVN,0
30584,DARE,TTOO,0
30585,DARE,TURN,0
30586,DARE,TWIN,0
30587,DARE,TYME,0
30588,DARE,UAVS,0
30589,DARE,UBCP,0
30590,DARE,UFAB,0
30565,DARE,STON,0
30591,DARE,UONE,0
30564,DARE,STAF,0
30562,DARE,SRGA,0
30537,DARE,RSSS,0
30538,DARE,RWLK,0
30539,DARE,RYAM,0
30540,DARE,RZLT,0
30541,DARE,SALM,0
30542,DARE,SANG,0
30543,DARE,SCKT,0
30544,DARE,SCYX,0
30545,DARE,SDPI,0
30546,DARE,SELB,0
30547,DARE,SFBC,0
30548,DARE,SGLY,0
30549,DARE,SIFY,0
30550,DARE,SIOX,0
30551,DARE,SISI,0
30552,DARE,SLNG,0
30553,DARE,SLNO,0
30554,DARE,SLRX,0
30555,DARE,SMSI,0
30556,DARE,SNCR,0
30557,DARE,SNGX,0
30558,DARE,SNOA,0
30559,DARE,SONN,0
30560,DARE,SPOK,0
30561,DARE,SRAX,0
30563,DARE,SRNE,0
30592,DARE,USAK,0
30593,DARE,USAU,0
30594,DARE,UTMD,0
30625,DARE,ZYNE,0
30626,DARE,ZYXI,0
30627,DBVT,DLNG,0
30628,DBVT,DPDW,0
30629,DBVT,GCTK,0
30630,DBVT,HSTO,0
30631,DBVT,IDRA,0
30632,DBVT,LGMK,0
30633,DBVT,LIFE,0
30634,DBVT,LMNL,0
30635,DBVT,LNDC,0
30636,DBVT,LTBR,0
30637,DBVT,LXRX,0
30638,DBVT,MPAA,0
30639,DBVT,MSVB,0
30640,DBVT,MYMD,0
30641,DBVT,NBRV,0
30642,DBVT,NNBR,0
30643,DBVT,NNDM,0
30644,DBVT,NNVC,0
30645,DBVT,NOVN,0
30646,DBVT,NRBO,0
30647,DBVT,NWPX,0
30648,DBVT,OCUP,0
30649,DBVT,OGEN,0
30624,DARE,ZIVO,0
30623,DARE,ZEST,0
30622,DARE,YTRA,0
30621,DARE,YTEN,0
30595,DARE,VBIV,0
30596,DARE,VBLT,0
30597,DARE,VERU,0
30598,DARE,VIRX,0
30599,DARE,VISL,0
30600,DARE,VIVE,0
30601,DARE,VJET,0
30602,DARE,VKTX,0
30603,DARE,VRDN,0
30604,DARE,VTGN,0
30605,DARE,VTVT,0
30606,DARE,VVPR,0
30651,DBVT,OPTT,0
30607,DARE,VXRT,0
30609,DARE,WFCF,0
30610,DARE,WILC,0
30611,DARE,WKSP,0
30612,DARE,WLFC,0
30613,DARE,WORX,0
30614,DARE,WTRH,0
30615,DARE,WVFC,0
30616,DARE,XELA,0
30617,DARE,XOMA,0
30618,DARE,XSPA,0
30619,DARE,XTNT,0
30620,DARE,YELL,0
30608,DARE,VYNT,0
30768,DFFN,FWBI,0
30769,DFFN,FXNC,0
30770,DFFN,GAIA,0
30918,DFFN,MEIP,0
30919,DFFN,MFIN,0
30920,DFFN,MGNX,0
30921,DFFN,MGYR,0
30922,DFFN,MICS,0
30923,DFFN,MICT,0
30924,DFFN,MIND,0
30925,DFFN,MINM,0
30926,DFFN,MITT,0
30927,DFFN,MLSS,0
30928,DFFN,MMAT,0
30929,DFFN,MMLP,0
30930,DFFN,MNDO,0
30931,DFFN,MNMD,0
30932,DFFN,MNOV,0
30933,DFFN,MNTX,0
30934,DFFN,MOBQ,0
30935,DFFN,MOXC,0
30936,DFFN,MPAA,0
30937,DFFN,MRAM,0
30938,DFFN,MRIN,0
30939,DFFN,MRKR,0
30940,DFFN,MRNS,0
30941,DFFN,MSVB,0
30942,DFFN,MTEM,0
30917,DFFN,MEDS,0
30943,DFFN,MTEX,0
30916,DFFN,MDXG,0
30914,DFFN,MDGS,0
30889,DFFN,LNDC,0
30890,DFFN,LOAN,0
30891,DFFN,LOCO,0
30892,DFFN,LPCN,0
30893,DFFN,LPTH,0
30894,DFFN,LRMR,0
30895,DFFN,LSBK,0
30896,DFFN,LTBR,0
30897,DFFN,LTRX,0
30898,DFFN,LUMO,0
30899,DFFN,LUNA,0
30900,DFFN,LWAY,0
30901,DFFN,LXFR,0
30902,DFFN,LXRX,0
30903,DFFN,LYTS,0
30904,DFFN,MACK,0
30905,DFFN,MARA,0
30906,DFFN,MARK,0
30907,DFFN,MAYS,0
30908,DFFN,MBCN,0
30909,DFFN,MBOT,0
30910,DFFN,MBRX,0
30911,DFFN,MCFT,0
30912,DFFN,MCHX,0
30913,DFFN,MCRB,0
30915,DFFN,MDWD,0
30944,DFFN,MTMT,0
30945,DFFN,MTNB,0
30946,DFFN,MTRX,0
30977,DFFN,NTIC,0
30978,DFFN,NTIP,0
30979,DFFN,NTWK,0
30980,DFFN,NVEC,0
30981,DFFN,NVFY,0
30982,DFFN,NVIV,0
30983,DFFN,NWPX,0
30984,DFFN,NXPL,0
30985,DFFN,NXTP,0
30986,DFFN,NYMX,0
30987,DFFN,OBLG,0
30988,DFFN,OCGN,0
30989,DFFN,OCUL,0
30990,DFFN,OCUP,0
30991,DFFN,OESX,0
30992,DFFN,OFED,0
30993,DFFN,OGEN,0
30994,DFFN,OIIM,0
30995,DFFN,OMER,0
30996,DFFN,OMEX,0
30997,DFFN,ONCS,0
30998,DFFN,ONCT,0
30999,DFFN,ONCY,0
31000,DFFN,ONTX,0
31001,DFFN,ONVO,0
30976,DFFN,NSYS,0
30975,DFFN,NRBO,0
30974,DFFN,NOVN,0
30973,DFFN,NOTV,0
30947,DFFN,MULN,0
30948,DFFN,MVIS,0
30949,DFFN,MYMD,0
30950,DFFN,NAII,0
30951,DFFN,NAOV,0
30952,DFFN,NATH,0
30953,DFFN,NATR,0
30954,DFFN,NAVB,0
30955,DFFN,NBRV,0
30956,DFFN,NCMI,0
30957,DFFN,NDLS,0
30958,DFFN,NEGG,0
30888,DFFN,LMST,0
30959,DFFN,NEPH,0
30961,DFFN,NERV,0
30962,DFFN,NETI,0
30963,DFFN,NEWP,0
30964,DFFN,NGVC,0
30965,DFFN,NHTC,0
30966,DFFN,NICK,0
30967,DFFN,NILE,0
30968,DFFN,NISN,0
30969,DFFN,NLTX,0
30970,DFFN,NNBR,0
30971,DFFN,NNDM,0
30972,DFFN,NNVC,0
30960,DFFN,NEPT,0
30887,DFFN,LMNR,0
30886,DFFN,LMNL,0
30885,DFFN,LMFA,0
30801,DFFN,HEPA,0
30802,DFFN,HFBL,0
30803,DFFN,HGBL,0
30804,DFFN,HGEN,0
30805,DFFN,HIHO,0
30806,DFFN,HMNF,0
30807,DFFN,HNNA,0
30808,DFFN,HOFT,0
30809,DFFN,HROW,0
30810,DFFN,HRTG,0
30811,DFFN,HRTX,0
30812,DFFN,HSDT,0
30813,DFFN,HSON,0
30814,DFFN,HSTO,0
30815,DFFN,HTGM,0
30816,DFFN,HURC,0
30817,DFFN,HUSA,0
30818,DFFN,HWBK,0
30819,DFFN,IBIO,0
30820,DFFN,ICAD,0
30821,DFFN,ICCC,0
30822,DFFN,ICMB,0
30823,DFFN,ICPT,0
30824,DFFN,IDEX,0
30825,DFFN,IDRA,0
30800,DFFN,HDSN,0
30799,DFFN,HBIO,0
30798,DFFN,HAYN,0
30797,DFFN,GYRO,0
30771,DFFN,GALT,0
30772,DFFN,GASS,0
30773,DFFN,GBOX,0
30774,DFFN,GCTK,0
30775,DFFN,GECC,0
30776,DFFN,GENE,0
30777,DFFN,GIFI,0
30778,DFFN,GIGM,0
30779,DFFN,GILT,0
30780,DFFN,GLBZ,0
30781,DFFN,GLDG,0
30782,DFFN,GLMD,0
30826,DFFN,IMMP,0
30783,DFFN,GLOP,0
30785,DFFN,GNCA,0
30786,DFFN,GNSS,0
30787,DFFN,GNUS,0
30788,DFFN,GORO,0
30789,DFFN,GREE,0
30790,DFFN,GROW,0
30791,DFFN,GRVY,0
30792,DFFN,GSIT,0
30793,DFFN,GTIM,0
30794,DFFN,GURE,0
30795,DFFN,GWAV,0
30796,DFFN,GWRS,0
30784,DFFN,GLYC,0
30536,DARE,RSLS,0
30827,DFFN,IMMR,0
30829,DFFN,INDP,0
30860,DFFN,KMPH,0
30861,DFFN,KNDI,0
30862,DFFN,KODK,0
30863,DFFN,KOPN,0
30864,DFFN,KOSS,0
30865,DFFN,KPRX,0
30866,DFFN,KRMD,0
30867,DFFN,KTCC,0
30868,DFFN,KTRA,0
30869,DFFN,KVHI,0
30870,DFFN,KZIA,0
30871,DFFN,LAKE,0
30872,DFFN,LARK,0
30873,DFFN,LCTX,0
30874,DFFN,LCUT,0
30875,DFFN,LEDS,0
30876,DFFN,LFMD,0
30877,DFFN,LFVN,0
30878,DFFN,LIFE,0
30879,DFFN,LINC,0
30880,DFFN,LINK,0
30881,DFFN,LIQT,0
30882,DFFN,LITB,0
30883,DFFN,LIVE,0
30884,DFFN,LIXT,0
30859,DFFN,KMDA,0
30858,DFFN,KIRK,0
30857,DFFN,KINS,0
30856,DFFN,KFFB,0
30830,DFFN,INFI,0
30831,DFFN,INFU,0
30832,DFFN,INOD,0
30833,DFFN,INSE,0
30834,DFFN,INSG,0
30835,DFFN,INTG,0
30836,DFFN,INTT,0
30837,DFFN,INTZ,0
30838,DFFN,INVE,0
30839,DFFN,IPWR,0
30840,DFFN,IROQ,0
30841,DFFN,ISDR,0
30828,DFFN,IMUX,0
30842,DFFN,ISEE,0
30844,DFFN,ISSC,0
30845,DFFN,ISUN,0
30846,DFFN,ITRN,0
30847,DFFN,IVAC,0
30848,DFFN,IVDA,0
30849,DFFN,IZEA,0
30850,DFFN,JAGX,0
30851,DFFN,JYNT,0
30852,DFFN,KALV,0
30853,DFFN,KBAL,0
30854,DFFN,KDNY,0
30855,DFFN,KEQU,0
30843,DFFN,ISIG,0
30535,DARE,RRGB,0
30534,DARE,RNWK,0
30533,DARE,RMTI,0
30214,CYTO,TYME,0
30215,CYTO,TZOO,0
30216,CYTO,UAMY,0
30217,CYTO,UBCP,0
30218,CYTO,UBOH,0
30219,CYTO,USAK,0
30220,CYTO,USAS,0
30221,CYTO,USDP,0
30222,CYTO,USIO,0
30223,CYTO,UTMD,0
30224,CYTO,UTSI,0
30225,CYTO,VBIV,0
30226,CYTO,VBLT,0
30227,CYTO,VERB,0
30228,CYTO,VERU,0
30229,CYTO,VIRC,0
30230,CYTO,VIRX,0
30231,CYTO,VISL,0
30232,CYTO,VIVE,0
30233,CYTO,VJET,0
30234,CYTO,VNRX,0
30235,CYTO,VOXX,0
30236,CYTO,VRDN,0
30237,CYTO,VRME,0
30238,CYTO,VSTM,0
30213,CYTO,TXMD,0
30239,CYTO,VTSI,0
30212,CYTO,INCO,0
30210,CYTO,TUSK,0
30185,CYTO,SSNT,0
30186,CYTO,STAF,0
30187,CYTO,STKS,0
30188,CYTO,STRM,0
30189,CYTO,STRT,0
30190,CYTO,STXS,0
30191,CYTO,SVFD,0
30192,CYTO,SWKH,0
30193,CYTO,SYNL,0
30194,CYTO,SYPR,0
30195,CYTO,SYRS,0
30196,CYTO,TACT,0
30197,CYTO,TAIT,0
30198,CYTO,TAPM,0
30199,CYTO,TATT,0
30200,CYTO,TEDU,0
30201,CYTO,TESS,0
30202,CYTO,THMO,0
30203,CYTO,THTX,0
30204,CYTO,TKAT,0
30205,CYTO,TMBR,0
30206,CYTO,TOMZ,0
30207,CYTO,TRUE,0
30208,CYTO,TSAT,0
30209,CYTO,TSRI,0
30211,CYTO,TWIN,0
30240,CYTO,VTVT,0
30241,CYTO,VUZI,0
30242,CYTO,VVPR,0
30273,CZWI,HAYN,0
30274,CZWI,LSBK,0
30275,CZWI,MGYR,0
30276,CZWI,PPSI,0
30277,DAIO,GCTK,0
30278,DAIO,KSPN,0
30279,DAIO,LGMK,0
30280,DAIO,MOXC,0
30281,DAIO,OFED,0
30282,DAIO,ONCY,0
30283,DAIO,PXLW,0
30284,DAIO,RGLS,0
30285,DAIO,SPCB,0
30286,DAIO,TAPM,0
30287,DAIO,TMDI,0
30288,DAIO,TYME,0
30289,DAIO,VTVT,0
30290,DAIO,XELB,0
30291,DAIO,XTNT,0
30292,DAIO,YELL,0
30293,DAKT,DRTT,0
30294,DAKT,DYNT,0
30295,DAKT,FARM,0
30296,DAKT,FWBI,0
30297,DAKT,HTGM,0
30272,CZWI,FUSB,0
30271,CZWI,EHTH,0
30270,CYTO,ZYXI,0
30269,CYTO,ZTEK,0
30243,CYTO,VYNT,0
30244,CYTO,WAVD,0
30245,CYTO,WEYS,0
30246,CYTO,WFCF,0
30247,CYTO,WHLR,0
30248,CYTO,WILC,0
30249,CYTO,WKSP,0
30250,CYTO,WLFC,0
30251,CYTO,WPRT,0
30252,CYTO,WSTG,0
30253,CYTO,WSTL,0
30254,CYTO,WTER,0
30184,CYTO,SRTS,0
30255,CYTO,WTRH,0
30257,CYTO,WVVI,0
30258,CYTO,XBIT,0
30259,CYTO,XTLB,0
30260,CYTO,XTNT,0
30261,CYTO,XXII,0
30262,CYTO,YGYI,0
30263,CYTO,YTEN,0
30264,CYTO,YTRA,0
30265,CYTO,ZDGE,0
30266,CYTO,ZEST,0
30267,CYTO,ZEUS,0
30268,CYTO,ZIVO,0
30256,CYTO,WULF,0
30183,CYTO,SRNE,0
30182,CYTO,SRLP,0
30181,CYTO,SPWH,0
30097,CYTO,PALI,0
30098,CYTO,PAYS,0
30099,CYTO,PBHC,0
30100,CYTO,PBLA,0
30101,CYTO,PBPB,0
30102,CYTO,PBYI,0
30103,CYTO,PCYG,0
30104,CYTO,PDSB,0
30105,CYTO,PERI,0
30106,CYTO,PETV,0
30107,CYTO,PFIE,0
30108,CYTO,PFIN,0
30109,CYTO,PFMT,0
30110,CYTO,PFSW,0
30111,CYTO,PGEN,0
30112,CYTO,PHIO,0
30113,CYTO,PIRS,0
30114,CYTO,PLSE,0
30115,CYTO,PLXP,0
30116,CYTO,PMTS,0
30117,CYTO,PNBK,0
30118,CYTO,POET,0
30119,CYTO,POWL,0
30120,CYTO,PPIH,0
30121,CYTO,PRPH,0
30096,CYTO,OTTW,0
30095,CYTO,OTRK,0
30094,CYTO,OTIC,0
30093,CYTO,OSUR,0
30067,CYTO,NOTV,0
30068,CYTO,NRBO,0
30069,CYTO,NSYS,0
30070,CYTO,NTIP,0
30071,CYTO,NTWK,0
30072,CYTO,NVFY,0
30073,CYTO,NWPX,0
30074,CYTO,NXTP,0
30075,CYTO,NYMX,0
30076,CYTO,OBLG,0
30077,CYTO,OCGN,0
30078,CYTO,OCUL,0
30122,CYTO,PRPL,0
30079,CYTO,OCUP,0
30081,CYTO,OFED,0
30082,CYTO,OGEN,0
30083,CYTO,OIIM,0
30084,CYTO,OMER,0
30085,CYTO,OMEX,0
30086,CYTO,ONCT,0
30087,CYTO,ONCY,0
30088,CYTO,ONTX,0
30089,CYTO,OPHC,0
30090,CYTO,OPNT,0
30091,CYTO,OPOF,0
30092,CYTO,ORMP,0
30080,CYTO,OESX,0
30298,DAKT,LGMK,0
30123,CYTO,PRQR,0
30125,CYTO,PRTH,0
30156,CYTO,SAMG,0
30157,CYTO,SANG,0
30158,CYTO,SAVA,0
30159,CYTO,SCKT,0
30160,CYTO,SDPI,0
30161,CYTO,SELB,0
30162,CYTO,SELF,0
30163,CYTO,SENS,0
30164,CYTO,SGLY,0
30165,CYTO,SGRP,0
30166,CYTO,SIEB,0
30167,CYTO,SIFY,0
30168,CYTO,SIGA,0
30169,CYTO,SILC,0
30170,CYTO,SINT,0
30171,CYTO,SIOX,0
30172,CYTO,SISI,0
30173,CYTO,SLNG,0
30174,CYTO,SMID,0
30175,CYTO,SMLP,0
30176,CYTO,SMMT,0
30177,CYTO,SMSI,0
30178,CYTO,SNGX,0
30179,CYTO,SNMP,0
30180,CYTO,SOHO,0
30155,CYTO,SALM,0
30154,CYTO,RZLT,0
30153,CYTO,RYAM,0
30152,CYTO,RSLS,0
30126,CYTO,PRTK,0
30127,CYTO,PRTY,0
30128,CYTO,PTGX,0
30129,CYTO,PULM,0
30130,CYTO,PWFL,0
30131,CYTO,PXLW,0
30132,CYTO,QBAK,0
30133,CYTO,QIPT,0
30134,CYTO,QNRX,0
30135,CYTO,QRHC,0
30136,CYTO,QTNT,0
30137,CYTO,QUIK,0
30124,CYTO,PRTG,0
30138,CYTO,QUMU,0
30140,CYTO,RBBN,0
30141,CYTO,RCMT,0
30142,CYTO,REFR,0
30143,CYTO,RELL,0
30144,CYTO,RELV,0
30145,CYTO,RENN,0
30146,CYTO,RFIL,0
30147,CYTO,RGLS,0
30148,CYTO,RIBT,0
30149,CYTO,RIOT,0
30150,CYTO,RNDB,0
30151,CYTO,RRGB,0
30139,CYTO,RAIL,0
31002,DFFN,OPGN,0
30299,DAKT,LNDC,0
30301,DAKT,NAOV,0
30449,DARE,MYSZ,0
30450,DARE,NBRV,0
30451,DARE,NBSE,0
30452,DARE,NEON,0
30453,DARE,NEPT,0
30454,DARE,NGVC,0
30455,DARE,NLTX,0
30456,DARE,NMTR,0
30457,DARE,NNDM,0
30458,DARE,NNVC,0
30459,DARE,NOVN,0
30460,DARE,NRBO,0
30461,DARE,NSPR,0
30462,DARE,NURO,0
30463,DARE,NUWE,0
30464,DARE,NVIV,0
30465,DARE,NXPL,0
30466,DARE,NYMX,0
30467,DARE,OCGN,0
30468,DARE,OCUL,0
30469,DARE,OCUP,0
30470,DARE,OESX,0
30471,DARE,OGEN,0
30472,DARE,OMEX,0
30473,DARE,ONCY,0
30448,DARE,MYMD,0
30474,DARE,ONTX,0
30447,DARE,MULN,0
30445,DARE,MSVB,0
30420,DARE,LIQT,0
30421,DARE,LMFA,0
30422,DARE,LMNL,0
30423,DARE,LNDC,0
30424,DARE,LODE,0
30425,DARE,LTBR,0
30426,DARE,LTRX,0
30427,DARE,LUMO,0
30428,DARE,LUNA,0
30429,DARE,LWAY,0
30430,DARE,LXRX,0
30431,DARE,LYTS,0
30432,DARE,MBOT,0
30433,DARE,MCFT,0
30434,DARE,MCHX,0
30435,DARE,MDGS,0
30436,DARE,MDVL,0
30437,DARE,MDWD,0
30438,DARE,MDXG,0
30439,DARE,MFIN,0
30440,DARE,MIGI,0
30441,DARE,MITT,0
30442,DARE,MMAT,0
30443,DARE,MPAA,0
30444,DARE,MRIN,0
30446,DARE,MTNB,0
30475,DARE,ONVO,0
30476,DARE,OPGN,0
30477,DARE,OPHC,0
30508,DARE,PSTV,0
30509,DARE,PULM,0
30510,DARE,PXLW,0
30511,DARE,QBAK,0
30512,DARE,QIPT,0
30513,DARE,QLGN,0
30514,DARE,QMCO,0
30515,DARE,QNRX,0
30516,DARE,QUBT,0
30517,DARE,RAIL,0
30518,DARE,RAND,0
30519,DARE,RBBN,0
30520,DARE,RCAT,0
30521,DARE,RCKY,0
30522,DARE,RDHL,0
30523,DARE,REFR,0
30524,DARE,RELL,0
30525,DARE,RELV,0
30526,DARE,RENN,0
30527,DARE,RFIL,0
30528,DARE,RGCO,0
30529,DARE,RGLS,0
30530,DARE,RIGL,0
30531,DARE,RKDA,0
30532,DARE,RMCF,0
30507,DARE,PSHG,0
30506,DARE,PRTY,0
30505,DARE,PRTK,0
30504,DARE,PRTH,0
30478,DARE,OPOF,0
30479,DARE,OPTT,0
30480,DARE,ORGS,0
30481,DARE,OTLK,0
30482,DARE,OTRK,0
30483,DARE,OVLY,0
30484,DARE,PALI,0
30485,DARE,PALT,0
30486,DARE,PAYS,0
30487,DARE,PBLA,0
30488,DARE,PBPB,0
30489,DARE,PBYI,0
30419,DARE,LIFE,0
30490,DARE,PCYG,0
30492,DARE,PFMT,0
30493,DARE,PHIO,0
30494,DARE,PKOH,0
30495,DARE,PLAG,0
30496,DARE,PLSE,0
30497,DARE,PLXP,0
30498,DARE,PNBK,0
30499,DARE,POAI,0
30500,DARE,PPBT,0
30501,DARE,PRPH,0
30502,DARE,PRQR,0
30503,DARE,PRTG,0
30491,DARE,PDSB,0
30418,DARE,LFVN,0
30417,DARE,LEJU,0
30416,DARE,LCUT,0
30332,DARE,DXYN,0
30333,DARE,DYAI,0
30334,DARE,DYNT,0
30335,DARE,DZSI,0
30336,DARE,EDUC,0
30337,DARE,EGAN,0
30338,DARE,EHTH,0
30339,DARE,EKSO,0
30340,DARE,ELDN,0
30341,DARE,ELLO,0
30342,DARE,ELMD,0
30343,DARE,EMCF,0
30344,DARE,EMKR,0
30345,DARE,ENLV,0
30346,DARE,EVFM,0
30347,DARE,EVGN,0
30348,DARE,EVOK,0
30349,DARE,EVOL,0
30350,DARE,EXPR,0
30351,DARE,EXTN,0
30352,DARE,FANH,0
30353,DARE,FBIO,0
30354,DARE,FCEL,0
30355,DARE,FLNT,0
30356,DARE,FORD,0
30331,DARE,DXPE,0
30330,DARE,DTEA,0
30329,DARE,DSWL,0
30328,DARE,DRTT,0
30302,DAKT,NETI,0
30303,DAKT,NOVN,0
30304,DAKT,PATI,0
30305,DAKT,PKOH,0
30306,DAKT,PRTY,0
30307,DAKT,PXLW,0
30308,DAKT,QBAK,0
30309,DAKT,RAND,0
30310,DAKT,RMTI,0
30311,DAKT,RRGB,0
30312,DAKT,SPOK,0
30313,DAKT,SYBX,0
30357,DARE,FPAY,0
30314,DAKT,THTX,0
30316,DAKT,TXMD,0
30317,DAKT,TYME,0
30318,DAKT,VJET,0
30319,DAKT,WHLM,0
30320,DARE,DBVT,0
30321,DARE,DFFN,0
30322,DARE,DGLY,0
30323,DARE,DJCO,0
30324,DARE,DLNG,0
30325,DARE,DLPN,0
30326,DARE,DLTH,0
30327,DARE,DPDW,0
30315,DAKT,TSAT,0
30300,DAKT,MDVL,0
30358,DARE,FRGI,0
30360,DARE,FURY,0
30391,DARE,IMUX,0
30392,DARE,INDP,0
30393,DARE,INFU,0
30394,DARE,INPX,0
30395,DARE,INSG,0
30396,DARE,INTZ,0
30397,DARE,INUV,0
30398,DARE,IPWR,0
30399,DARE,IRIX,0
30400,DARE,ISUN,0
30401,DARE,ITRN,0
30402,DARE,IZEA,0
30403,DARE,JAGX,0
30404,DARE,JAKK,0
30405,DARE,KALV,0
30406,DARE,KBAL,0
30407,DARE,KDNY,0
30408,DARE,KFFB,0
30409,DARE,KIRK,0
30410,DARE,KMPH,0
30411,DARE,KODK,0
30412,DARE,KRMD,0
30413,DARE,KSPN,0
30414,DARE,KTCC,0
30415,DARE,KVHI,0
30390,DARE,IDXG,0
30389,DARE,IDRA,0
30388,DARE,IBIO,0
30387,DARE,HWBK,0
30361,DARE,FUSB,0
30362,DARE,FWBI,0
30363,DARE,FXNC,0
30364,DARE,GENE,0
30365,DARE,GEOS,0
30366,DARE,GEVO,0
30367,DARE,GLBS,0
30368,DARE,GNCA,0
30369,DARE,GNSS,0
30370,DARE,GNUS,0
30371,DARE,GRVY,0
30372,DARE,GURE,0
30359,DARE,FSFG,0
30373,DARE,GWAV,0
30375,DARE,HDSN,0
30376,DARE,HFBL,0
30377,DARE,HGBL,0
30378,DARE,HGEN,0
30379,DARE,HIHO,0
30380,DARE,HMNF,0
30381,DARE,HNNA,0
30382,DARE,HNRG,0
30383,DARE,HROW,0
30384,DARE,HSDT,0
30385,DARE,HSTO,0
30386,DARE,HUSA,0
30374,DARE,GWRS,0
31003,DFFN,OPHC,0
31004,DFFN,OPNT,0
31005,DFFN,OPOF,0
31623,DPDW,IDEX,0
31624,DPDW,IDRA,0
31625,DPDW,IDXG,0
31626,DPDW,INDP,0
31627,DPDW,ISSC,0
31628,DPDW,ITRN,0
31629,DPDW,KEQU,0
31630,DPDW,KINS,0
31631,DPDW,KMPH,0
31632,DPDW,KRMD,0
31633,DPDW,LMNR,0
31634,DPDW,LNDC,0
31635,DPDW,LTBR,0
