,base_asset,compare_asset,label
8019,APEN,CNET,0
8020,APEN,CNFR,0
8021,APEN,CNTY,0
8022,APEN,CODA,0
8023,APEN,COHN,0
8024,APEN,CONN,0
8025,APEN,CORR,0
8026,APEN,CPHC,0
8027,APEN,CPHI,0
8028,APEN,CPIX,0
8029,APEN,CPLP,0
8030,APEN,CPSH,0
8031,APEN,CPSI,0
8032,APEN,CPSS,0
8033,APEN,CRBP,0
8034,APEN,CREX,0
8035,APEN,CRMD,0
8036,APEN,CRNT,0
8037,APEN,CRVS,0
8038,APEN,CSBR,0
8039,APEN,CSCW,0
8040,APEN,CTHR,0
8041,APEN,CTMX,0
8016,APEN,CMRX,0
8042,APEN,CTSO,0
8015,APEN,CMCM,0
8013,APEN,CLWT,0
7988,APEN,CCNC,0
7989,APEN,CCRD,0
7990,APEN,CDXC,0
7991,APEN,CDZI,0
7992,APEN,CEAD,0
7993,APEN,CECE,0
7994,APEN,CEMI,0
7995,APEN,CENN,0
7996,APEN,CFBK,0
7997,APEN,CFMS,0
7998,APEN,CFRX,0
7999,APEN,CGEN,0
8000,APEN,CGRN,0
8001,APEN,CHMG,0
8002,APEN,CHMI,0
8003,APEN,CHNR,0
8004,APEN,CHUY,0
8005,APEN,CIZN,0
8006,APEN,CJJD,0
8007,APEN,CLBS,0
8008,APEN,CLLS,0
8009,APEN,CLRB,0
8010,APEN,CLSK,0
8011,APEN,CLSN,0
8012,APEN,CLVS,0
8014,APEN,CMCL,0
8043,APEN,CUEN,0
8044,APEN,CVEO,0
8045,APEN,CVLG,0
8076,APEN,EHTH,0
8077,APEN,EKSO,0
8078,APEN,ELDN,0
8079,APEN,ELLO,0
8080,APEN,ELOX,0
8081,APEN,ELSE,0
8082,APEN,ELTK,0
8083,APEN,EMCF,0
8084,APEN,EMKR,0
8085,APEN,EMMS,0
8086,APEN,ENDP,0
8087,APEN,ENSV,0
8088,APEN,ENVB,0
8089,APEN,EPIX,0
8090,APEN,EPSN,0
8091,APEN,ESCA,0
8092,APEN,ESEA,0
8093,APEN,ESOA,0
8094,APEN,ESPR,0
8095,APEN,EVFM,0
8096,APEN,EVGN,0
8097,APEN,EVOK,0
8098,APEN,EVOL,0
8099,APEN,EXPR,0
8100,APEN,EXTN,0
8075,APEN,EGAN,0
8074,APEN,EFOI,0
8073,APEN,EDUC,0
8072,APEN,EDAP,0
8046,APEN,CWBC,0
8047,APEN,CWCO,0
8048,APEN,CYAD,0
8049,APEN,CYRN,0
8050,APEN,CYTH,0
8051,APEN,DAKT,0
8052,APEN,DARE,0
8053,APEN,DBVT,0
8054,APEN,DFFN,0
8055,APEN,DGLY,0
8056,APEN,DJCO,0
8057,APEN,DLHC,0
8102,APEN,EZPW,0
8058,APEN,DLTH,0
8060,APEN,DPDW,0
8061,APEN,DRIO,0
8062,APEN,DRRX,0
8063,APEN,DRTT,0
8064,APEN,DSKE,0
8065,APEN,DSWL,0
8066,APEN,DWSN,0
8067,APEN,DXPE,0
8068,APEN,DXYN,0
8069,APEN,DYAI,0
8070,APEN,EAST,0
8071,APEN,ECOM,0
8059,APEN,DMAC,0
8219,APEN,LRMR,0
8220,APEN,LSBK,0
8221,APEN,LTBR,0
8369,APEN,QTNT,0
8370,APEN,QUAD,0
8371,APEN,QUBT,0
8372,APEN,QUIK,0
8373,APEN,QUMU,0
8374,APEN,RAVE,0
8375,APEN,RBBN,0
8376,APEN,RCKY,0
8377,APEN,RCRT,0
8378,APEN,REFR,0
8379,APEN,RELL,0
8380,APEN,RELV,0
8381,APEN,RENN,0
8382,APEN,RFIL,0
8383,APEN,RIBT,0
8384,APEN,RKDA,0
8385,APEN,RLGT,0
8386,APEN,RMAX,0
8387,APEN,RNDB,0
8388,APEN,RNWK,0
8389,APEN,RRGB,0
8390,APEN,RSSS,0
8391,APEN,RWLK,0
8392,APEN,RZLT,0
8393,APEN,SALM,0
8368,APEN,QRHC,0
8394,APEN,SANG,0
8367,APEN,QNRX,0
8365,APEN,QIPT,0
8340,APEN,PHUN,0
8341,APEN,PKOH,0
8342,APEN,PLSE,0
8343,APEN,PLXP,0
8344,APEN,PMTS,0
8345,APEN,PNBK,0
8346,APEN,POAI,0
8347,APEN,POET,0
8348,APEN,POLA,0
8349,APEN,POWL,0
8350,APEN,PPBT,0
8351,APEN,PPIH,0
8352,APEN,PPSI,0
8353,APEN,PRPH,0
8354,APEN,PRPL,0
8355,APEN,PRQR,0
8356,APEN,PRTG,0
8357,APEN,PRTK,0
8358,APEN,PRTS,0
8359,APEN,PRTY,0
8360,APEN,PTGX,0
8361,APEN,PULM,0
8362,APEN,PWFL,0
8363,APEN,PXLW,0
8364,APEN,QBAK,0
8366,APEN,QMCO,0
8395,APEN,SANW,0
8396,APEN,SASI,0
8397,APEN,SAVA,0
8428,APEN,SSKN,0
8429,APEN,SSNT,0
8430,APEN,STAF,0
8431,APEN,STRM,0
8432,APEN,STRR,0
8433,APEN,STXS,0
8434,APEN,SUNW,0
8435,APEN,SVFD,0
8436,APEN,SWKH,0
8437,APEN,SYBX,0
8438,APEN,SYNL,0
8439,APEN,SYPR,0
8440,APEN,SYRS,0
8441,APEN,TAPM,0
8442,APEN,TARA,0
8443,APEN,TATT,0
8444,APEN,TEDU,0
8445,APEN,TESS,0
8446,APEN,THTX,0
8447,APEN,TKAT,0
8448,APEN,TOMZ,0
8449,APEN,TOUR,0
8450,APEN,TPST,0
8451,APEN,TRNX,0
8452,APEN,TROO,0
8427,APEN,SRTS,0
8426,APEN,SRNE,0
8425,APEN,SRGA,0
8424,APEN,SRAX,0
8398,APEN,SCKT,0
8399,APEN,SCYX,0
8400,APEN,SELB,0
8401,APEN,SELF,0
8402,APEN,SENS,0
8403,APEN,SFBC,0
8404,APEN,SGLY,0
8405,APEN,SGRP,0
8406,APEN,SIFY,0
8407,APEN,SINT,0
8408,APEN,SIOX,0
8409,APEN,SLNG,0
8339,APEN,PHIO,0
8410,APEN,SLNH,0
8412,APEN,SLRX,0
8413,APEN,SMLP,0
8414,APEN,SMMT,0
8415,APEN,SMSI,0
8416,APEN,SNGX,0
8417,APEN,SNMP,0
8418,APEN,SNOA,0
8419,APEN,SOFO,0
8420,APEN,SOHO,0
8421,APEN,SONN,0
8422,APEN,SPOK,0
8423,APEN,SPWH,0
8411,APEN,SLNO,0
8338,APEN,PGEN,0
8337,APEN,PFSW,0
8336,APEN,PFMT,0
8252,APEN,MRAM,0
8253,APEN,MRKR,0
8254,APEN,MRNS,0
8255,APEN,MSVB,0
8256,APEN,MTEM,0
8257,APEN,MTMT,0
8258,APEN,MTNB,0
8259,APEN,MULN,0
8260,APEN,MVIS,0
8261,APEN,MYMD,0
8262,APEN,NAII,0
8263,APEN,NAOV,0
8264,APEN,NATH,0
8265,APEN,NATR,0
8266,APEN,NBRV,0
8267,APEN,NBSE,0
8268,APEN,NDLS,0
8269,APEN,NEGG,0
8270,APEN,NEPH,0
8271,APEN,NEPT,0
8272,APEN,NERV,0
8273,APEN,NETI,0
8274,APEN,NEWP,0
8275,APEN,NGVC,0
8276,APEN,NHTC,0
8251,APEN,MPAA,0
8250,APEN,MOXC,0
8249,APEN,MOBQ,0
8248,APEN,MMLP,0
8222,APEN,LTRX,0
8223,APEN,LUMO,0
8224,APEN,LUNA,0
8225,APEN,LXFR,0
8226,APEN,LXRX,0
8227,APEN,LYTS,0
8228,APEN,MACK,0
8229,APEN,MARA,0
8230,APEN,MARK,0
8231,APEN,MAYS,0
8232,APEN,MBCN,0
8233,APEN,MBRX,0
8277,APEN,NICK,0
8234,APEN,MCFT,0
8236,APEN,MDGS,0
8237,APEN,MDWD,0
8238,APEN,MDXG,0
8239,APEN,MEIP,0
8240,APEN,MFIN,0
8241,APEN,MGNX,0
8242,APEN,MGYR,0
8243,APEN,MHLD,0
8244,APEN,MICR,0
8245,APEN,MICS,0
8246,APEN,MINM,0
8247,APEN,MLSS,0
8235,APEN,MCHX,0
7987,APEN,CRYO,0
8278,APEN,NILE,0
8280,APEN,NMTR,0
8311,APEN,ORGS,0
8312,APEN,ORMP,0
8313,APEN,OSUR,0
8314,APEN,OTLK,0
8315,APEN,OTRK,0
8316,APEN,OTTW,0
8317,APEN,OVLY,0
8318,APEN,OXBR,0
8319,APEN,PALT,0
8320,APEN,PATI,0
8321,APEN,PAVM,0
8322,APEN,PAYS,0
8323,APEN,PBHC,0
8324,APEN,PBLA,0
8325,APEN,PBPB,0
8326,APEN,PBYI,0
8327,APEN,PCSA,0
8328,APEN,PCYG,0
8329,APEN,PCYO,0
8330,APEN,PENN,0
8331,APEN,PERI,0
8332,APEN,PETS,0
8333,APEN,PETV,0
8334,APEN,PFIE,0
8335,APEN,PFIN,0
8310,APEN,OPOF,0
8309,APEN,OPNT,0
8308,APEN,OPHC,0
8307,APEN,ONVO,0
8281,APEN,NNBR,0
8282,APEN,NOTV,0
8283,APEN,NRBO,0
8284,APEN,NSYS,0
8285,APEN,NTIP,0
8286,APEN,NTWK,0
8287,APEN,NURO,0
8288,APEN,NVEC,0
8289,APEN,NVFY,0
8290,APEN,NVIV,0
8291,APEN,NWPX,0
8292,APEN,NXTP,0
8279,APEN,NISN,0
8293,APEN,NYMX,0
8295,APEN,OCGN,0
8296,APEN,OCUL,0
8297,APEN,OCUP,0
8298,APEN,OESX,0
8299,APEN,OFED,0
8300,APEN,OIIM,0
8301,APEN,OMER,0
8302,APEN,OMEX,0
8303,APEN,ONCS,0
8304,APEN,ONCT,0
8305,APEN,ONCY,0
8306,APEN,ONTX,0
8294,APEN,OBLG,0
7986,APEN,CBFV,0
7985,APEN,CBAY,0
7984,APEN,CBAT,0
7665,APCX,RSLS,0
7666,APCX,RSSS,0
7667,APCX,RZLT,0
7668,APCX,SALM,0
7669,APCX,SAMG,0
7670,APCX,SANG,0
7671,APCX,SANW,0
7672,APCX,SASI,0
7673,APCX,SAVA,0
7674,APCX,SCKT,0
7675,APCX,SCOR,0
7676,APCX,SCYX,0
7677,APCX,SDPI,0
7678,APCX,SELB,0
7679,APCX,SELF,0
7680,APCX,SGLY,0
7681,APCX,SGRP,0
7682,APCX,SHIP,0
7683,APCX,SIEB,0
7684,APCX,SIFY,0
7685,APCX,SIGA,0
7686,APCX,SIOX,0
7687,APCX,SLNG,0
7688,APCX,SLNH,0
7689,APCX,SLNO,0
7664,APCX,RNWK,0
7690,APCX,SMID,0
7663,APCX,RNDB,0
7661,APCX,RMAX,0
7636,APCX,QBAK,0
7637,APCX,QIPT,0
7638,APCX,QLGN,0
7639,APCX,QNRX,0
7640,APCX,QRHC,0
7641,APCX,QTNT,0
7642,APCX,QUAD,0
7643,APCX,QUBT,0
7644,APCX,QUIK,0
7645,APCX,RAVE,0
7646,APCX,RCAT,0
7647,APCX,RCKY,0
7648,APCX,RCMT,0
7649,APCX,RCON,0
7650,APCX,RCRT,0
7651,APCX,RDHL,0
7652,APCX,REFR,0
7653,APCX,RELL,0
7654,APCX,RELV,0
7655,APCX,RFIL,0
7656,APCX,RGLS,0
7657,APCX,RIBT,0
7658,APCX,RIGL,0
7659,APCX,RIOT,0
7660,APCX,RKDA,0
7662,APCX,RMTI,0
7691,APCX,SMMT,0
7692,APCX,SMSI,0
7693,APCX,SMTC,0
7724,APCX,THTX,0
7725,APCX,TISI,0
7726,APCX,TKAT,0
7727,APCX,TMDI,0
7728,APCX,TOMZ,0
7729,APCX,TOPS,0
7730,APCX,TOUR,0
7731,APCX,TPHS,0
7732,APCX,TPST,0
7733,APCX,TROO,0
7734,APCX,TRUE,0
7735,APCX,TRVN,0
7736,APCX,TSAT,0
7737,APCX,TSRI,0
7738,APCX,TTNP,0
7739,APCX,TTOO,0
7740,APCX,TTSH,0
7741,APCX,TURN,0
7742,APCX,TUSK,0
7743,APCX,TWIN,0
7744,APCX,TXMD,0
7745,APCX,UAMY,0
7746,APCX,UBCP,0
7747,APCX,UBOH,0
7748,APCX,UEIC,0
7723,APCX,TESS,0
7722,APCX,TEDU,0
7721,APCX,TCRT,0
7720,APCX,TCMD,0
7694,APCX,SNCR,0
7695,APCX,SNDA,0
7696,APCX,SNGX,0
7697,APCX,SNMP,0
7698,APCX,SNOA,0
7699,APCX,SOFO,0
7700,APCX,SOHO,0
7701,APCX,SONN,0
7702,APCX,SPCB,0
7703,APCX,SPWH,0
7704,APCX,SRTS,0
7705,APCX,SSKN,0
7635,APCX,PXLW,0
7706,APCX,SSNT,0
7708,APCX,STCN,0
7709,APCX,STON,0
7710,APCX,STXS,0
7711,APCX,SWKH,0
7712,APCX,SYBX,0
7713,APCX,SYPR,0
7714,APCX,SYRS,0
7715,APCX,TAIT,0
7716,APCX,TAPM,0
7717,APCX,TARA,0
7718,APCX,TATT,0
7719,APCX,TCCO,0
7707,APCX,STAF,0
7634,APCX,PWFL,0
7633,APCX,PULM,0
7632,APCX,PTGX,0
7548,APCX,NHTC,0
7549,APCX,NILE,0
7550,APCX,NISN,0
7551,APCX,NLTX,0
7552,APCX,NMTR,0
7553,APCX,NNBR,0
7554,APCX,NNDM,0
7555,APCX,NOTV,0
7556,APCX,NOVN,0
7557,APCX,NRBO,0
7558,APCX,NTIC,0
7559,APCX,NTIP,0
7560,APCX,NTWK,0
7561,APCX,NURO,0
7562,APCX,NUWE,0
7563,APCX,NVEC,0
7564,APCX,NVFY,0
7565,APCX,NVIV,0
7566,APCX,NXPL,0
7567,APCX,NXTP,0
7568,APCX,OBLG,0
7569,APCX,OCGN,0
7570,APCX,OCUL,0
7571,APCX,OCUP,0
7572,APCX,OESX,0
7547,APCX,NEWP,0
7546,APCX,NERV,0
7545,APCX,NEPT,0
7544,APCX,NEON,0
7518,APCX,MLSS,0
7519,APCX,MMLP,0
7520,APCX,MNDO,0
7521,APCX,MNMD,0
7522,APCX,MNOV,0
7523,APCX,MOBQ,0
7524,APCX,MOXC,0
7525,APCX,MPAA,0
7526,APCX,MRAM,0
7527,APCX,MRKR,0
7528,APCX,MSVB,0
7529,APCX,MTNB,0
7573,APCX,OFED,0
7530,APCX,MTRX,0
7532,APCX,MVIS,0
7533,APCX,MYMD,0
7534,APCX,MYSZ,0
7535,APCX,NAOV,0
7536,APCX,NATH,0
7537,APCX,NATR,0
7538,APCX,NAVB,0
7539,APCX,NBGV,0
7540,APCX,NBRV,0
7541,APCX,NBSE,0
7542,APCX,NCMI,0
7543,APCX,NEGG,0
7531,APCX,MULN,0
7749,APCX,UFAB,0
7574,APCX,OGEN,0
7576,APCX,OMER,0
7607,APCX,PETV,0
7608,APCX,PFIE,0
7609,APCX,PFIN,0
7610,APCX,PFSW,0
7611,APCX,PHIO,0
7612,APCX,PKOH,0
7613,APCX,PMCB,0
7614,APCX,PNBK,0
7615,APCX,POET,0
7616,APCX,POLA,0
7617,APCX,POWL,0
7618,APCX,PPBT,0
7619,APCX,PPIH,0
7620,APCX,PPSI,0
7621,APCX,PRPH,0
7622,APCX,PRPL,0
7623,APCX,PRQR,0
7624,APCX,PRSO,0
7625,APCX,PRTG,0
7626,APCX,PRTH,0
7627,APCX,PRTK,0
7628,APCX,PRTS,0
7629,APCX,PRTY,0
7630,APCX,PSHG,0
7631,APCX,PSTV,0
7606,APCX,PETS,0
7605,APCX,PESI,0
7604,APCX,PERI,0
7603,APCX,PENN,0
7577,APCX,OMEX,0
7578,APCX,ONCS,0
7579,APCX,ONCT,0
7580,APCX,ONCY,0
7581,APCX,ONTX,0
7582,APCX,ONVO,0
7583,APCX,OPGN,0
7584,APCX,OPHC,0
7585,APCX,OPNT,0
7586,APCX,OPOF,0
7587,APCX,OPTT,0
7588,APCX,ORGS,0
7575,APCX,OIIM,0
7589,APCX,ORMP,0
7591,APCX,OTIC,0
7592,APCX,OTLK,0
7593,APCX,OTRK,0
7594,APCX,OTTW,0
7595,APCX,PATI,0
7596,APCX,PAVM,0
7597,APCX,PAYS,0
7598,APCX,PBLA,0
7599,APCX,PBPB,0
7600,APCX,PCYG,0
7601,APCX,PCYO,0
7602,APCX,PDSB,0
7590,APCX,OSUR,0
8453,APEN,TRUE,0
7750,APCX,ULBI,0
7752,APCX,USAK,0
7900,APDN,WSTL,0
7901,APDN,XTNT,0
7902,APEI,BZUN,0
7903,APEI,CNET,0
7904,APEI,CTSO,0
7905,APEI,HRTX,0
7906,APEI,MEIP,0
7907,APEI,OMEX,0
7908,APEI,ULBI,0
7909,APEN,APTO,0
7910,APEN,APVO,0
7911,APEN,APWC,0
7912,APEN,AQMS,0
7913,APEN,ARAV,0
7914,APEN,ARAY,0
7915,APEN,AREN,0
7916,APEN,ARKR,0
7917,APEN,ARTW,0
7918,APEN,ASMB,0
7919,APEN,ASPN,0
7920,APEN,ASPS,0
7921,APEN,ASPU,0
7922,APEN,ASRV,0
7923,APEN,ASUR,0
7924,APEN,ASXC,0
7899,APDN,WHLM,0
7925,APEN,ASYS,0
7898,APDN,WATT,0
7896,APDN,VJET,0
7871,APDN,PXLW,0
7872,APDN,QNRX,0
7873,APDN,QUAD,0
7874,APDN,QUIK,0
7875,APDN,RGLS,0
7876,APDN,RMAX,0
7877,APDN,SCOR,0
7878,APDN,SELB,0
7879,APDN,SHIP,0
7880,APDN,SMLP,0
7881,APDN,SNDA,0
7882,APDN,SNMP,0
7883,APDN,SONN,0
7884,APDN,SPCB,0
7885,APDN,SPOK,0
7886,APDN,STAF,0
7887,APDN,SYBX,0
7888,APDN,TATT,0
7889,APDN,TEDU,0
7890,APDN,TOUR,0
7891,APDN,TPHS,0
7892,APDN,TRUE,0
7893,APDN,VIRX,0
7894,APDN,VISL,0
7895,APDN,VIVE,0
7897,APDN,VRDN,0
7926,APEN,ATHX,0
7927,APEN,ATNM,0
7928,APEN,ATOS,0
7959,APEN,BMRA,0
7960,APEN,BNED,0
7961,APEN,BNFT,0
7962,APEN,BNSO,0
7963,APEN,BNTC,0
7964,APEN,BOOM,0
7965,APEN,BOSC,0
7966,APEN,BOTJ,0
7967,APEN,BRCN,0
7968,APEN,BRFH,0
7969,APEN,BSET,0
7970,APEN,BSGM,0
7971,APEN,BTTR,0
7972,APEN,BVXV,0
7973,APEN,BWEN,0
7974,APEN,BYFC,0
7975,APEN,BYRN,0
7976,APEN,BZUN,0
7977,APEN,CAAS,0
7978,APEN,CALA,0
7979,APEN,CAMP,0
7980,APEN,CAPR,0
7981,APEN,CARV,0
7982,APEN,CATO,0
7983,APEN,CBAN,0
7958,APEN,BLUE,0
7957,APEN,BLRX,0
7956,APEN,BLPH,0
7955,APEN,BLNK,0
7929,APEN,ATRO,0
7930,APEN,AUMN,0
7931,APEN,AUTO,0
7932,APEN,AVEO,0
7933,APEN,AVNW,0
7934,APEN,AVTX,0
7935,APEN,AWRE,0
7936,APEN,AXAS,0
7937,APEN,AXDX,0
7938,APEN,AXGN,0
7939,APEN,AXTI,0
7940,APEN,BBGI,0
7870,APDN,PPBT,0
7941,APEN,BCLI,0
7943,APEN,BCOV,0
7944,APEN,BCTF,0
7945,APEN,BEEM,0
7946,APEN,BGFV,0
7947,APEN,BGSF,0
7948,APEN,BIMI,0
7949,APEN,BIOC,0
7950,APEN,BIOL,0
7951,APEN,BKSC,0
7952,APEN,BKTI,0
7953,APEN,BKYI,0
7954,APEN,BLBX,0
7942,APEN,BCML,0
7869,APDN,PCYG,0
7868,APDN,PBYI,0
7867,APDN,OSUR,0
7783,APCX,WHLR,0
7784,APCX,WILC,0
7785,APCX,WKSP,0
7786,APCX,WLFC,0
7787,APCX,WORX,0
7788,APCX,WPRT,0
7789,APCX,WSTG,0
7790,APCX,WTER,0
7791,APCX,WTRH,0
7792,APCX,WULF,0
7793,APCX,WVVI,0
7794,APCX,XBIO,0
7795,APCX,XELA,0
7796,APCX,XELB,0
7797,APCX,XOMA,0
7798,APCX,XTLB,0
7799,APCX,XTNT,0
7800,APCX,XXII,0
7801,APCX,YELL,0
7802,APCX,YGYI,0
7803,APCX,YMTX,0
7804,APCX,YTEN,0
7805,APCX,YTRA,0
7806,APCX,ZDGE,0
7807,APCX,ZEST,0
7782,APCX,WHLM,0
7781,APCX,WFCF,0
7780,APCX,WEYS,0
7779,APCX,WAVD,0
7753,APCX,USAS,0
7754,APCX,USAU,0
7755,APCX,USDP,0
7756,APCX,USEG,0
7757,APCX,USIO,0
7758,APCX,UTMD,0
7759,APCX,UTSI,0
7760,APCX,VBLT,0
7761,APCX,VIRC,0
7762,APCX,VIRX,0
7763,APCX,VISL,0
7764,APCX,VIVE,0
7808,APCX,ZEUS,0
7765,APCX,VIVK,0
7767,APCX,VKTX,0
7768,APCX,VNRX,0
7769,APCX,VOXX,0
7770,APCX,VRDN,0
7771,APCX,VRME,0
7772,APCX,VSTM,0
7773,APCX,VTSI,0
7774,APCX,VTVT,0
7775,APCX,VUZI,0
7776,APCX,VVPR,0
7777,APCX,VXRT,0
7778,APCX,VYNT,0
7766,APCX,VJET,0
7751,APCX,UONE,0
7809,APCX,ZIVO,0
7811,APCX,ZYNE,0
7842,APDN,EFOI,0
7843,APDN,EXTN,0
7844,APDN,FARM,0
7845,APDN,FONR,0
7846,APDN,FSTX,0
7847,APDN,FWBI,0
7848,APDN,GCTK,0
7849,APDN,GIFI,0
7850,APDN,HROW,0
7851,APDN,HSDT,0
7852,APDN,HSTO,0
7853,APDN,IDRA,0
7854,APDN,IMUX,0
7855,APDN,LGMK,0
7856,APDN,LNDC,0
7857,APDN,LTBR,0
7858,APDN,MSVB,0
7859,APDN,NNBR,0
7860,APDN,NOVN,0
7861,APDN,NVFY,0
7862,APDN,NWPX,0
7863,APDN,OCGN,0
7864,APDN,OCUP,0
7865,APDN,ONCY,0
7866,APDN,OPTT,0
7841,APDN,DYNT,0
7840,APDN,CYAD,0
7839,APDN,CUEN,0
7838,APDN,CRVS,0
7812,APCX,ZYXI,0
7813,APDN,ATHE,0
7814,APDN,ATTO,0
7815,APDN,ATXS,0
7816,APDN,AVEO,0
7817,APDN,BBGI,0
7818,APDN,BCTX,0
7819,APDN,BKYI,0
7820,APDN,BLBX,0
7821,APDN,BLPH,0
7822,APDN,BLRX,0
7823,APDN,BNTC,0
7810,APCX,ZTEK,0
7824,APDN,BRTX,0
7826,APDN,CANF,0
7827,APDN,CAPR,0
7828,APDN,CCNC,0
7829,APDN,CCRD,0
7830,APDN,CDTX,0
7831,APDN,CENN,0
7832,APDN,CETX,0
7833,APDN,CHNR,0
7834,APDN,CLVS,0
7835,APDN,CMCM,0
7836,APDN,CNFR,0
7837,APDN,COCP,0
7825,APDN,CAMP,0
8454,APEN,TRVN,0
8455,APEN,TSAT,0
8456,APEN,TTOO,0
9074,ARMP,BLIN,0
9075,ARMP,BLNK,0
9076,ARMP,BLPH,0
9077,ARMP,BLRX,0
9078,ARMP,BLUE,0
9079,ARMP,BMRA,0
9080,ARMP,BNFT,0
9081,ARMP,BNSO,0
9082,ARMP,BNTC,0
9083,ARMP,BOOM,0
9084,ARMP,BOSC,0
9085,ARMP,BOTJ,0
9086,ARMP,BPTH,0
9087,ARMP,BRCN,0
9088,ARMP,BRFH,0
9089,ARMP,BRID,0
9090,ARMP,BRQS,0
9091,ARMP,BRTX,0
9092,ARMP,BSET,0
9093,ARMP,BSGM,0
9094,ARMP,BTCM,0
9095,ARMP,BTCS,0
9096,ARMP,BTTR,0
9097,ARMP,BVXV,0
9098,ARMP,BWEN,0
9073,ARMP,BLBX,0
9099,ARMP,BYFC,0
9072,ARMP,BKYI,0
9070,ARMP,BKSC,0
9045,ARMP,ATTO,0
9046,ARMP,ATXS,0
9047,ARMP,AUMN,0
9048,ARMP,AUTO,0
9049,ARMP,AVDL,0
9050,ARMP,AVEO,0
9051,ARMP,AVGR,0
9052,ARMP,AVNW,0
9053,ARMP,AVTX,0
9054,ARMP,AWRE,0
9055,ARMP,AXAS,0
9056,ARMP,AXDX,0
9057,ARMP,AXGN,0
9058,ARMP,AXTI,0
9059,ARMP,AYTU,0
9060,ARMP,BBGI,0
9061,ARMP,BCLI,0
9062,ARMP,BCML,0
9063,ARMP,BCTF,0
9064,ARMP,BEEM,0
9065,ARMP,BGFV,0
9066,ARMP,BGSF,0
9067,ARMP,BIMI,0
9068,ARMP,BIOC,0
9069,ARMP,BIOL,0
9071,ARMP,BKTI,0
9100,ARMP,BYRN,0
9101,ARMP,BZUN,0
9102,ARMP,CALA,0
9133,ARMP,CLPT,0
9134,ARMP,CLRB,0
9135,ARMP,CLRO,0
9136,ARMP,CLSD,0
9137,ARMP,CLSK,0
9138,ARMP,CLSN,0
9139,ARMP,CLVS,0
9140,ARMP,CLWT,0
9141,ARMP,CMCL,0
9142,ARMP,CMCM,0
9143,ARMP,CMRX,0
9144,ARMP,CMTL,0
9145,ARMP,CNCE,0
9146,ARMP,CNFR,0
9147,ARMP,COCP,0
9148,ARMP,COHN,0
9149,ARMP,CONN,0
9150,ARMP,CORR,0
9151,ARMP,CPHC,0
9152,ARMP,CPHI,0
9153,ARMP,CPIX,0
9154,ARMP,CPLP,0
9155,ARMP,CPSI,0
9156,ARMP,CPSS,0
9157,ARMP,CRBP,0
9132,ARMP,CLLS,0
9131,ARMP,CLIR,0
9130,ARMP,CLDX,0
9129,ARMP,CLBS,0
9103,ARMP,CAMP,0
9104,ARMP,CANF,0
9105,ARMP,CAPR,0
9106,ARMP,CARV,0
9107,ARMP,CASI,0
9108,ARMP,CBAN,0
9109,ARMP,CBAT,0
9110,ARMP,CBFV,0
9111,ARMP,CCEL,0
9112,ARMP,CCLP,0
9113,ARMP,CCNC,0
9114,ARMP,CCRD,0
9044,ARMP,ATRO,0
9115,ARMP,CDZI,0
9117,ARMP,CENN,0
9118,ARMP,CFBK,0
9119,ARMP,CFMS,0
9120,ARMP,CFRX,0
9121,ARMP,CGRN,0
9122,ARMP,CHCI,0
9123,ARMP,CHMG,0
9124,ARMP,CHMI,0
9125,ARMP,CHNR,0
9126,ARMP,CIZN,0
9127,ARMP,CJJD,0
9128,ARMP,CKPT,0
9116,ARMP,CELZ,0
9043,ARMP,ATOS,0
9042,ARMP,ATNM,0
9041,ARMP,ATHX,0
8957,ARKR,DYAI,0
8958,ARKR,DYNT,0
8959,ARKR,EKSO,0
8960,ARKR,ELMD,0
8961,ARKR,ETST,0
8962,ARKR,EXTN,0
8963,ARKR,FSTX,0
8964,ARKR,GASS,0
8965,ARKR,GIFI,0
8966,ARKR,GLOP,0
8967,ARKR,HGBL,0
8968,ARKR,HNRG,0
8969,ARKR,IMUX,0
8970,ARKR,INSG,0
8971,ARKR,KEQU,0
8972,ARKR,KMDA,0
8973,ARKR,KMPH,0
8974,ARKR,KRMD,0
8975,ARKR,LGMK,0
8976,ARKR,LTBR,0
8977,ARKR,MICS,0
8978,ARKR,MICT,0
8979,ARKR,MMLP,0
8980,ARKR,MNTX,0
8981,ARKR,MYSZ,0
8956,ARKR,DXPE,0
8955,ARKR,DWSN,0
8954,ARKR,DPDW,0
8953,ARKR,CVEO,0
8927,AREN,SLRX,0
8928,AREN,SMMT,0
8929,AREN,SONN,0
8930,AREN,THMO,0
8931,AREN,VBLT,0
8932,AREN,VISL,0
8933,AREN,VJET,0
8934,AREN,VTVT,0
8935,AREN,XELB,0
8936,ARKR,ASRT,0
8937,ARKR,ATXS,0
8938,ARKR,AXAS,0
8982,ARKR,NETI,0
8939,ARKR,BCLI,0
8941,ARKR,BLRX,0
8942,ARKR,BRTX,0
8943,ARKR,BTTR,0
8944,ARKR,BVXV,0
8945,ARKR,CANF,0
8946,ARKR,CRYO,0
8947,ARKR,CCLP,0
8948,ARKR,CCNC,0
8949,ARKR,CETX,0
8950,ARKR,CGEN,0
8951,ARKR,CMCL,0
8952,ARKR,CSCW,0
8940,ARKR,BLBX,0
9158,ARMP,CRDF,0
8983,ARKR,NEWP,0
8985,ARKR,NMTR,0
9016,ARKR,SYBX,0
9017,ARKR,TESS,0
